item_id;title;brand;rating;rating_num;price;price_shipping;price_total;image_url;url;referer;others
N82E16814202405;"SAPPHIRE PULSE AMD Radeon RX 6800 XT Gaming Graphics Card with 16GB GDDR6, AMD RDNA 2 (SKU#11304-03-20G)";"Sapphire Tech";4.6;58;534.99;0;534.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-202-405-S01.jpg;https://www.newegg.com/sapphire-radeon-rx-6800-xt-11304-03-20g/p/N82E16814202405;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': '11304-03-20G'}"
N82E16814137632;"MSI Ventus GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ventus 2X 12G OC";MSI;4.8;331;359.99;0;359.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-137-632-03.jpg;https://www.newegg.com/msi-geforce-rtx-3060-rtx-3060-ventus-2x-12g-oc/p/N82E16814137632;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4a', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'RTX 3060 Ventus 2X 12G OC'}"
N82E16814137640;"MSI Mech Radeon RX 6700 XT 12GB GDDR6 PCI Express 4.0 Video Card RX 6700 XT MECH 2X 12G OC";MSI;4.4;90;349.99;0;349.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-137-640-01.jpg;https://www.newegg.com/msi-rx6700xtmech-2x12goc/p/N82E16814137640;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'RX 6700 XT MECH 2X 12G OC'}"
N82E16814137682;"MSI Mech Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 ATX Video Card RX 6600 XT MECH 2X 8G OC";MSI;4.5;73;259.99;0;259.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-137-682-13.jpg;https://www.newegg.com/msi-radeon-rx-6600-xt-rx6600xt-mech2x-8goc/p/N82E16814137682;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4', 'HDMI': '1 x HDMI (Supports 4K@120Hz / 8K@60Hz and VRR as specified in HDMI 2.1)', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'RX 6600 XT MECH 2X 8G OC'}"
N82E16814137735;"MSI Mech Radeon RX 6750 XT 12GB GDDR6 PCI Express 4.0 Video Card RX 6750 XT MECH 2X 12G OC";MSI;4.5;73;389.99;0;389.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-137-735-01.jpg;https://www.newegg.com/msi-rx-6750-xt-mech-2x-12g-oc/p/N82E16814137735;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'RX 6750 XT MECH 2X 12G OC'}"
N82E16814137759;"MSI Suprim GeForce RTX 4090 24GB GDDR6X PCI Express 4.0 Video Card RTX 4090 SUPRIM LIQUID X 24G";MSI;4.7;88;1799.99;0;1799.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-137-759-34.png;https://www.newegg.com/msi-geforce-rtx-4090-rtx-4090-suprim-liquid-x-24g/p/N82E16814137759;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4a', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'RTX 4090 SUPRIM LIQUID X 24G'}"
N82E16814137760;"MSI Suprim GeForce RTX 4090 24GB GDDR6X PCI Express 4.0 Video Card RTX 4090 SUPRIM X 24G";MSI;4.5;38;1749.99;0;1749.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-137-760-16.png;https://www.newegg.com/msi-geforce-rtx-4090-rtx-4090-suprim-x-24g/p/N82E16814137760;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4a', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'RTX 4090 SUPRIM X 24G'}"
N82E16814137761;"MSI Gaming GeForce RTX 4090 24GB GDDR6X PCI Express 4.0 Video Card RTX 4090 GAMING X TRIO 24G";MSI;4.6;79;1649.99;0;1649.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-137-761-34.png;https://www.newegg.com/msi-geforce-rtx-4090-rtx-4090-gaming-x-trio-24g/p/N82E16814137761;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4a', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'RTX 4090 GAMING X TRIO 24G'}"
N82E16814137765;"MSI Ventus GeForce RTX 4080 16GB GDDR6X PCI Express 4.0 Video Card RTX 4080 16GB VENTUS 3X OC";MSI;4.5;34;1214.99;0;1214.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-137-765-01.jpg;https://www.newegg.com/msi-geforce-rtx-4080-rtx-4080-16gb-ventus-3x-oc/p/N82E16814137765;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4a', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'RTX 4080 16GB VENTUS 3X OC'}"
N82E16814137771;"MSI Gaming GeForce RTX 4070 Ti 12GB GDDR6X PCI Express 4.0 Video Card RTX 4070 Ti GAMING X TRIO 12G";MSI;4.8;72;869.99;0;869.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-137-771-02.jpg;https://www.newegg.com/msi-geforce-rtx-4070-ti-rtx-4070-ti-gaming-x-trio-12g/p/N82E16814137771;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4a', 'HDMI': '1 x HDMI 2.1a', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'RTX 4070 Ti GAMING X TRIO 12G'}"
N82E16814883002;"Intel Arc A750 Limited Edition 8GB PCI Express 4.0 Graphics Card 21P02J00BA";Intel;4.3;57;229.99;0;229.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-883-002-07.jpg;https://www.newegg.com/intel-arc-a750-21p02j00ba/p/N82E16814883002;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 2.0', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': '21P02J00BA'}"
N82E16814930049;"ASRock Radeon RX 6800 XT Phantom Gaming Graphics Card with 16GB GDDR6, AMD RDNA 2 (RX6800XT PG 16GO)";ASRock;4.6;142;499.99;0;499.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-930-049-02.jpg;https://www.newegg.com/asrock-radeon-rx-6800-xt-rx6800xt-pgd-16go/p/N82E16814930049;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4 with DSC', 'HDMI': '1 x HDMI 2.1 VRR', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'RX6800XT PGD 16GO'}"
N82E16814930059;"ASRock Challenger D Radeon RX 6700 XT 12GB GDDR6 PCI Express 4.0 Video Card RX6700XT CLD 12GO";ASRock;4.6;85;349.99;0;349.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-930-059-01.jpg;https://www.newegg.com/asrock-radeon-rx-6700-xt-rx6700xt-cld-12go/p/N82E16814930059;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'RX6700XT CLD 12GO'}"
N82E16814930066;"ASRock Radeon RX 6600 8GB GDDR6 PCI Express 4.0 Video Card RX6600 CLD 8G";ASRock;4.7;192;219.99;0;219.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-930-066-07.jpg;https://www.newegg.com/asrock-radeon-rx-6600-rx6600-cld-8g/p/N82E16814930066;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'RX6600 CLD 8G'}"
N82E16814930070;"ASRock Challenger D Radeon RX 6650 XT 8GB GDDR6 PCI Express 4.0 Video Card RX6650XT CLD 8GO";ASRock;4.9;31;279.99;0;279.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-930-070-01.jpg;https://www.newegg.com/asrock-radeon-rx-6650-xt-rx6650xt-cld-8go/p/N82E16814930070;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'RX6650XT CLD 8GO'}"
N82E16814930076;"ASRock Challenger Arc A380 6GB GDDR6 PCI Express 4.0 ITX Video Card A380 CLI 6G OC";ASRock;3.9;68;119.99;0;119.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-930-076-01.jpg;https://www.newegg.com/asrock-arc-a380-a380-cli-6g/p/N82E16814930076;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 2.0', 'HDMI': '1 x HDMI 2.0b', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'A380 CLI 6G OC'}"
N82E16814930088;"ASRock Phantom Gaming Radeon RX 6950 XT 16GB GDDR6 PCI Express 4.0 Video Card RX6950XT PG 16GO";ASRock;4.8;27;649.99;0;649.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-930-088-03.jpg;https://www.newegg.com/asrock-radeon-rx-6950-xt-rx6950xt-pg-16go/p/N82E16814930088;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '', 'DisplayPort': '', 'HDMI': '', 'DirectX': '', 'Model': ''}"
N82E16814202424;"SAPPHIRE PULSE Radeon RX 6700 10GB GDDR6 PCI Express 4.0 ATX Video Card 11321-02-20G";"Sapphire Tech";4.4;49;279.99;0;279.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-202-424-01.jpg;https://www.newegg.com/sapphire-radeon-rx-6700-11321-02-20g/p/N82E16814202424;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': '11321-02-20G'}"
N82E16814202428;"SAPPHIRE NITRO Radeon RX 7900 XTX 24GB GDDR6 PCI Express 4.0 x16 ATX Video Card 11322-01-40G";"Sapphire Tech";4.5;44;1089.99;0;1089.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-202-428-V02.jpg;https://www.newegg.com/sapphire-radeon-rx-7900-xtx-11322-01-40g/p/N82E16814202428;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '2 x DisplayPort 2.1', 'HDMI': '2 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': '11322-01-40G'}"
N82E16814202429;"SAPPHIRE PULSE Radeon RX 7900 XTX 24GB GDDR6 PCI Express 4.0 x16 ATX Video Card 11322-02-20G";"Sapphire Tech";4.8;25;999.99;0;999.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-202-429-15.jpg;https://www.newegg.com/sapphire-radeon-rx-7900-xtx-11322-02-20g/p/N82E16814202429;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '', 'DisplayPort': '', 'HDMI': '', 'DirectX': '', 'Model': ''}"
N82E16814126593;"ASUS ROG Strix GeForce RTX 4090 OC Edition Gaming Graphics Card (PCIe 4.0, 24GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) ROG-STRIX-RTX4090-O24G-GAMING";ASUS;4.8;56;1999.99;0;1999.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-126-593-V01.jpg;https://www.newegg.com/asus-geforce-rtx-4090-rog-strix-rtx4090-o24g-gaming/p/N82E16814126593;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4a', 'HDMI': '2 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'ROG-STRIX-RTX4090-O24G-GAMING'}"
N82E16814126594;"ASUS TUF Gaming GeForce RTX 4090 OC Edition Gaming Graphics Card (PCIe 4.0, 24GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) TUF-RTX4090-O24G-GAMING";ASUS;4.4;72;1796.99;0;1796.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-126-594-V01.jpg;https://www.newegg.com/asus-geforce-rtx-4090-tuf-rtx4090-o24g-gaming/p/N82E16814126594;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4a', 'HDMI': '2 x HDMI 2.1', 'DirectX': 'DirectX 12 Ultimate', 'Model': 'TUF-RTX4090-O24G-GAMING'}"
N82E16814126606;"ASUS TUF Gaming NVIDIA GeForce RTX 4070 Ti OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) TUF-RTX4070TI-O12G-GAMING";ASUS;4.7;79;849.99;0;849.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-126-606-20.jpg;https://www.newegg.com/asus-geforce-rtx-4070-ti-tuf-rtx4070ti-o12g-gaming/p/N82E16814126606;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4a', 'HDMI': '2 x HDMI 2.1a', 'DirectX': 'DirectX 12', 'Model': 'TUF-RTX4070TI-O12G-GAMING'}"
N82E16814126611;"ASUS TUF Gaming NVIDIA GeForce RTX 3070 Ti OC V2 Graphics Card (PCIe 4.0, 8GB GDDR6X, HDMI 2.1, DisplayPort 1.4a, Military-grade Certification, GPU Tweak III) TUF-RTX3070TI-O8G-V2-GAMING";ASUS;5;23;569.99;0;569.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-126-611-13.jpg;https://www.newegg.com/asus-geforce-rtx-3070-ti-tuf-rtx3070ti-o8g-v2-gaming/p/N82E16814126611;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4a', 'HDMI': '2 x HDMI 2.1', 'DirectX': 'DirectX 12', 'Model': 'TUF-RTX3070TI-O8G-V2-GAMING'}"
N82E16814126637;"ASUS TUF Gaming NVIDIA GeForce RTX 4070 OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, HDMI 2.1, DisplayPort 1.4a) TUF-RTX4070-O12G-GAMING";ASUS;4.7;7;669.99;0;669.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-126-637-V01.jpg;https://www.newegg.com/asus-geforce-rtx-4070-tuf-rtx4070-o12g-gaming/p/N82E16814126637;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4a', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12', 'Model': 'TUF-RTX4070-O12G-GAMING'}"
N82E16814126639;"ASUS Dual GeForce RTX 4070 12GB GDDR6X, IP5X, Auto-Extreme Technology, 144-Hour Validation Program, HDMI 2.1a, DP 1.4a, DUAL-RTX4070-12G";ASUS;4.7;14;599.99;0;599.99;https://c1.neweggimages.com/ProductImageCompressAll300/14-126-639-V01.jpg;https://www.newegg.com/asus-geforce-rtx-4070-tuf-rtx4070-o12g-gaming/p/N82E16814126639;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4a', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12', 'Model': 'DUAL-RTX4070-12G'}"
1FT-00H9-00022;"51RISC GTX1660Super 6GB Gaming Video Card GTX1660 6GB Graphics Cards GPU Desktop Computer Game 1060";51Risc;0;0;159;0;159;https://c1.neweggimages.com/ProductImageCompressAll300/B86XS230417040T2M2F.jpg;https://www.newegg.com/nvidia-geforce-gtx-1660-super/p/1FT-00H9-00022?Item=9SIB86XJ816221&cm_sp=SP-_-1817387-_-Pers_SubCategorySponsoredProduct-_-4-_-9SIB86XJ816221-_-48-_--_-3;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '4096 x 2160', 'DisplayPort': '1 x DisplayPort', 'HDMI': '1 x HDMI', 'DirectX': 'DirectX 12', 'Model': 'GTX 1660 Super'}"
1FT-003G-00011;"BIOSTAR NEW GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Graphics Card NVIDIA RTX 3070 8GB Gaming Video Card 8Pin GPU Gamer";Biostar;5;1;469;0;469;https://c1.neweggimages.com/ProductImageCompressAll300/BGVAS221202090Q62B6.jpg;https://www.newegg.com/biostar-geforce-rtx-3070/p/1FT-003G-00011?Item=9SIBGW6JK08465&cm_sp=SP-_-1935106-_-Pers_SubCategorySponsoredProduct-_-4-_-9SIBGW6JK08465-_-48-_--_-6;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '7680 x 4320', 'DisplayPort': '3 x DisplayPort 1.4', 'HDMI': '1 x HDMI 2.1', 'DirectX': 'DirectX 12', 'Model': 'GeForce RTX 3070'}"
27N-008H-00001;"PELADN AMD Radeon RX 5500XT 8GB GDDR6 PCI Express 4.0 Video Card";Peladn;0;0;125;0;125;https://c1.neweggimages.com/ProductImageCompressAll300/BF3CS2302130L6CLT74.jpg;https://www.newegg.com/p/27N-008H-00001?Item=9SIBF3CJ3S2751&cm_sp=SP-_-1352733-_-Pers_SubCategorySponsoredProduct-_-4-_-9SIBF3CJ3S2751-_-48-_--_-6;https://www.newegg.com/GPUs-Video-Graphics-Cards/SubCategory/ID-48/Page-1?Tid=7709;"{'MaxResolution': '', 'DisplayPort': '3 x DisplayPort', 'HDMI': '1 x HDMI', 'DirectX': '', 'Model': ''}"
